City,Place,Ratings,Distance,Place_desc
Khandala,"19. Amrutanjan Point, Lonavala",3.2,2 km  from city center,"Located at the starting of Khandala Ghatsa, the Amrutanjan Point is an excellent view point from where one can get a magnificent aerial view of the town Khopoli as well as the Duke's Nose."
Khandala,20. Tunga Fort,3.2,14 km  from city center,"Another fort in the region, this one houses the Pavana Lake in its complex. At 1075m, this fort is slightly difficult to climb. To reach the site, tourists need to climb 1,200 ft area of the fort that is a steep ascent."
Khandala,21. Lonavala Lake,3.2,3 km  from city center,Louisa Point is one of the most famous viewpoints in Matheran. It offers two different views from the top - one view is of the sky touching the mountain and a panoramic view of the valley below. The other view is of the picturesque Charlotte Lake looking like a diamond necklace.
Khandala,22. Tungarli Lake,3.2,4 km  from city center,"Tungarli Lake is the major source of water supply for Lonavala. It is located near the Rajmachi region and is a major picnic spot. 
Tungarli Village, in which the lake is situated, tourists can get an aerial view of Rajmachi, Lonavala and Lohagad located below."
Kalimpong,1. Morgan House,4.2,3 km  from city center,"Located in the verdant greens of Kalimpong, Morgan House is a mansion built by Mr. and Mrs. Morgan in the 1930s. It is an archetypal example of colonial architecture in Kalimpong. What makes visiting this gorgeous piece of construction even better is that it is surrounded by legends of it being Haunted!  It has been converted into a lodge for tourists and is under the administration of the West Bengal Tourism Development Corporation. Located near the New Jalpaiguri Railway Station, this destination lies right in the lap of nature and is easily accessible as well. The undulating hillocks, colorful sunsets, and a the charm of an old colonial town surround you as you make Morgan House your home."
Kalimpong,2. Durpin Dara hill,3.7,1 km  from city center,"Offering the panoramic view of the town of Kalimpong, the snow-clad Himalayan ranges of West Sikkim, the Teesta river and its valleys, Durpin Dara Hill also has a golf course and the Zang Dhok Palri Monastery. There is also a famous botanical garden there."
Kalimpong,3. Cactus Nursery,3.6,1 km  from city center,The Pine View Nursery is a popular cactus nursery in the vicinity of the Teesta River in Kalimpong. It is the largest collection of cacti in all of Asia. The large greenhouse comprises a variety of exotic cactus species and is often a part of most sightseeing tours here.
Kalimpong,4. Deolo Hill,3.6,4 km  from city center,"Deolo Hills are located at an elevation of around 2000 m and thus, provide a great panoramic view of Kalimpong. There are also proper view points which are located at the ridge edges for the best view of the sunset and sunrise."
Kalimpong,6. Teesta Bazar,3.2,5 km  from city center,"One can shop for all kinds of commodities from this market including many handicraft items and artifacts, variety of wares from China, Tibet and Bhutan."
Kalimpong,7. Hiking,3.2,20 km  from city center,Kalimpong is a good place for Hiking and you can also take help from guide. The altitude of about 1500 m in Kalimpong offers mild to medium challenges.
Kalimpong,10. Nature Interpretation Centre,3.2,0 km  from city center,"Linking humans to nature, this centre established and managed by forest department conducts research on the impact of human activities on the Environment. The museum contains information, pictures, photographs and books on ecology and environment."
Kalimpong,13. Crockety,3.2,2 km  from city center,"Built by the British wool traders in 18th century, Crockety is a bungalow famous for its architectural design and the breathtaking surroundings. Nobel Laureate Rabindra Nath Tagore broadcasted his work Janmadin on his birthday on All India Radio from behind Crockety."
Kalimpong,14. Thongsa Gompa,3.2,2 km  from city center,"The oldest Bhutanese Monastery established in 1692, Thongsa Gompa, is also known as Bhutanese Monastery. The monastery is a perfect place for meditation."
Kalimpong,15. Neora Valley National Park,3.2,22 km  from city center,One of the richest biological zones in the entire Northeast Neora National park spreads over an area of 88 sq km Much of the park is still inaccessible because of the luxurious growth of the forests and the park becomes an adventurous place for nature lovers/trekkers whole like to explore the untouched terrains.
Kalimpong,16. Jang Dog Palriffo Brang Gompa,3.5,3 km  from city center,Consecrated by Dalai Lama in 1976 Jang Dong Palriffo Brang Gompa is also known as Durpin Monastery. The monastery serves as a sample of Buddhist construction style with beautiful paintings on the walls and the sacred Kunguyar serve as an important feature of this monastery.
Kalimpong,17. Galingka,3.2,1 km  from city center,"Another British Bungalow, Galingka offers spectacular views of the Kanchenjunga peak- the second highest Himalayan peaks."
Kalimpong,18. Sericulture Research Institute,3.2,1 km  from city center,"Known for its research in sericulture and is a place for breeding the silkworms, it works closely with the farmers in developing self-help groups and in the cultivation and sale of different stages of silk production."
Kalimpong,19. Teesta River Rafting,3.7,20 km  from city center,Teesta River with its green surroundings is the best choice for Rafting in Kalimpong. The rafting trips is Teesta river starts mostly at Melli Bridge and culminate at Geilkhola in Kalimpong. Get ready for the excitement and roller coaster rapids on the Teesta River exploring the mesmerizing beauty of North East region of India.
Kalimpong,20. Tharpa Choeling Gompa,3.2,2 km  from city center,Founded in 1912 Tharpa Choeling Monastery is situated at the Tirpai Hills in Kalimpong and is one of the oldest gompas here. The monastery is famous for housing several ancient scriptures and other literary works.
Kalimpong,21. St.Theresa Catholic Church,3.2,2 km  from city center,Built by local craftsmen the church resembles a Bhutanese Gompa(monastery) and it is built in Tibetan architectural design. While the walls are enriched with paintings and inscriptions from the Bible the doors of the church have carvings which resemble tashi tagye (the 8 auspicious symbols of the Himalayan Buddhism).
Kalimpong,22. Ringking Farm,3.2,2 km  from city center,"Famous as a farm Bungalow built by the British, Ringking farm on the Himalayan foothills popular for a resort holiday and trekking."
Thanjavur,1. Brahadeshwara Temple,3.7,0 km  from city center,"The biggest attraction of Thanjavur - The Brahadeshwara Temple, also known as the Big Temple. Built during the reign of the Great Chola emperor, Raja Raja Chola, this temple is an architectural marvel."
Thanjavur,2. Gangaikonda Cholapuram,4.0,59 km  from city center,"The magnificence of the Gangaikonda Cholapuram along with Brihadishwara temple will enchant you and thrill you with its history and engineering. A place which is a testimony to the architectural and engineering genius of the region and the pride of one of the greatest empires of India - Chola Empire, Gangaikonda Cholapuram is a place worth exploring."
Thanjavur,3. Shiva Ganga Garden,3.2,1 km  from city center,Shiva Ganga Garden lies within the Vijayanagar Fort and is open to the public. This garden is very well maintained and hence a pleasure to visit. A square tank is located in the Siva Ganga Garden built by the 16th-century rulers for providing water to the Tanjore Palace is still in use and is well known for its sweet-tasting water.
Thanjavur,4. Vijayanagar Fort,3.6,1 km  from city center,Vijayanagar Fort is a famous tourist spot is located nearly 2 km from the Brahadeeswara temple. This majestic fort was built by Nayaks and partly by Maratha rulers during the early 1550 AD.
Thanjavur,6. Alangudi Guru Temple,3.2,30 km  from city center,"Alangudi and its temple are famous for being the Holy Sthala surrounded by the three holy rivers Cauvery, Kolidam and Vennaru. The place and the temple are intimately connected with each other and have some historical, mythological and local folklores tied to its past origin and present legend."
Thanjavur,7. Chandra Bagwan Temple,3.2,13 km  from city center,"Chandra Bhagwan temple is dedicated to the Moon God. Located almost 25km from the town, this temple is largely visited by those who believe that they are under the bad effects of the Moon as per their horoscopes."
Bhubaneswar,1. Lingaraj Temple,4.2,7 km  from city center,"The Lingaraj Temple is an ancient temple situated in the city of Bhubaneswar and is the largest one situated in the city. Dedicated to Lord Shiva as the name suggests, the temple was built in the 7th century by King Jajati Keshari. It is highly revered because of the fact that the Linga here, a manifestation of Lord Shiva, is believed to have appeared naturally. It rises to a massive height of 8 inches above the floor level and is about 8 feet in diameter as well. Lingaraj Temple is located in the old part of Bhubaneswar Town and can be easily reached using local transport."
